image_path,product_id,wm_image_path,mask_path,category,wm_local_mask
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\23...CARTIER PANTHèRE DE CARTIER WATCH WJPN0009\附图\WJPN0009-5.jpeg,140,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\23...CARTIER PANTHèRE DE CARTIER WATCH WJPN0009\附图\WJPN0009-5.jpg,,,
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\24...CARTIER PANTHèRE DE CARTIER WATCH WGPN0007\主图\WGPN0007.jpeg,141,,,,
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\24...CARTIER PANTHèRE DE CARTIER WATCH WGPN0007\附图\WGPN0007-1.png,141,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\24...CARTIER PANTHèRE DE CARTIER WATCH WGPN0007\附图\WGPN0007-1 拷贝.jpg,,,
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\24...CARTIER PANTHèRE DE CARTIER WATCH WGPN0007\附图\WGPN0007-2.jpeg,141,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\24...CARTIER PANTHèRE DE CARTIER WATCH WGPN0007\附图\WGPN0007-2.jpg,,,
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\24...CARTIER PANTHèRE DE CARTIER WATCH WGPN0007\附图\WGPN0007-3.jpeg,141,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\24...CARTIER PANTHèRE DE CARTIER WATCH WGPN0007\附图\WGPN0007-3.jpg,,,
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\24...CARTIER PANTHèRE DE CARTIER WATCH WGPN0007\附图\WGPN0007-4.jpeg,141,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\24...CARTIER PANTHèRE DE CARTIER WATCH WGPN0007\附图\WGPN0007-4.jpg,,,
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\24...CARTIER PANTHèRE DE CARTIER WATCH WGPN0007\附图\WGPN0007-5.jpeg,141,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\24...CARTIER PANTHèRE DE CARTIER WATCH WGPN0007\附图\WGPN0007-5.jpg,,,
"dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\25.CARTIER BALLON BLANC DE CARTIER 30MM 18-KARAT ROSE GOLD, ALLIGATOR AND DIAMOND WATCH WJBL0008\主图\WJBL0008.jpg",142,,,,
"dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\25.CARTIER BALLON BLANC DE CARTIER 30MM 18-KARAT ROSE GOLD, ALLIGATOR AND DIAMOND WATCH WJBL0008\附图\WJBL0008-1.jpg",142,"dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\25.CARTIER BALLON BLANC DE CARTIER 30MM 18-KARAT ROSE GOLD, ALLIGATOR AND DIAMOND WATCH WJBL0008\附图\WJBL0008-1.jpg",,,
"dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\25.CARTIER BALLON BLANC DE CARTIER 30MM 18-KARAT ROSE GOLD, ALLIGATOR AND DIAMOND WATCH WJBL0008\附图\WJBL0008-2.jpg",142,"dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\25.CARTIER BALLON BLANC DE CARTIER 30MM 18-KARAT ROSE GOLD, ALLIGATOR AND DIAMOND WATCH WJBL0008\附图\WJBL0008-2.jpg",,,
"dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\25.CARTIER BALLON BLANC DE CARTIER 30MM 18-KARAT ROSE GOLD, ALLIGATOR AND DIAMOND WATCH WJBL0008\附图\WJBL0008-3.jpg",142,"dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\25.CARTIER BALLON BLANC DE CARTIER 30MM 18-KARAT ROSE GOLD, ALLIGATOR AND DIAMOND WATCH WJBL0008\附图\WJBL0008-3.jpg",,,
"dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\25.CARTIER BALLON BLANC DE CARTIER 30MM 18-KARAT ROSE GOLD, ALLIGATOR AND DIAMOND WATCH WJBL0008\附图\WJBL0008-4.jpg",142,"dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\25.CARTIER BALLON BLANC DE CARTIER 30MM 18-KARAT ROSE GOLD, ALLIGATOR AND DIAMOND WATCH WJBL0008\附图\WJBL0008-4.jpg",,,
"dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\25.CARTIER BALLON BLANC DE CARTIER 30MM 18-KARAT ROSE GOLD, ALLIGATOR AND DIAMOND WATCH WJBL0008\附图\WJBL0008-5.jpg",142,"dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\25.CARTIER BALLON BLANC DE CARTIER 30MM 18-KARAT ROSE GOLD, ALLIGATOR AND DIAMOND WATCH WJBL0008\附图\WJBL0008-5.jpg",,,
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\30.CARTIER BAIGNOIRE BATHTUB SERIES WATCH WB520008\主图\WB520008.jpg,143,,,,
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\30.CARTIER BAIGNOIRE BATHTUB SERIES WATCH WB520008\附图\WB520008-1.jpg,143,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\30.CARTIER BAIGNOIRE BATHTUB SERIES WATCH WB520008\附图\WB520008-1.jpg,,,
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\30.CARTIER BAIGNOIRE BATHTUB SERIES WATCH WB520008\附图\WB520008-2.jpg,143,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\30.CARTIER BAIGNOIRE BATHTUB SERIES WATCH WB520008\附图\WB520008-2.jpg,,,
dummy_images\WATCH\1.CARTIER\微商相册\12.26\原图\30.CARTIER BAIGNOIRE BATHTUB SERIES WATCH WB520008\附图\WB520008-3.jpg,143,dummy_images\WATCH\1.CARTIER\微商相册\12.26\已整理\30.CARTIER BAIGNOIRE BATHTUB SERIES WATCH WB520008\附图\WB520008-3.jpg,,,
dummy_images\WATCH\1.CARTIER\微商相册\12.27\原图\1...CARTIER BAIGNOIRE WATCH WGBA0031\主图\WGBA0031.jpeg,146,,,,
dummy_images\WATCH\1.CARTIER\微商相册\12.27\原图\1...CARTIER BAIGNOIRE WATCH WGBA0031\附图\WGBA0031-1.jpeg,146,dummy_images\WATCH\1.CARTIER\微商相册\12.27\已整理\1...CARTIER BAIGNOIRE WATCH WGBA0031\附图\WGBA0031-1.jpg,,,
dummy_images\WATCH\1.CARTIER\微商相册\12.27\原图\1...CARTIER BAIGNOIRE WATCH WGBA0031\附图\WGBA0031-2.jpeg,146,dummy_images\WATCH\1.CARTIER\微商相册\12.27\已整理\1...CARTIER BAIGNOIRE WATCH WGBA0031\附图\WGBA0031-2.jpg,,,
dummy_images\WATCH\1.CARTIER\微商相册\12.27\原图\1...CARTIER BAIGNOIRE WATCH WGBA0031\附图\WGBA0031-3.jpeg,146,dummy_images\WATCH\1.CARTIER\微商相册\12.27\已整理\1...CARTIER BAIGNOIRE WATCH WGBA0031\附图\WGBA0031-3.jpg,,,
dummy_images\WATCH\1.CARTIER\微商相册\12.27\原图\1...CARTIER BAIGNOIRE WATCH WGBA0031\附图\WGBA0031-4.jpeg,146,dummy_images\WATCH\1.CARTIER\微商相册\12.27\已整理\1...CARTIER BAIGNOIRE WATCH WGBA0031\附图\WGBA0031-4.jpg,,,
dummy_images\WATCH\1.CARTIER\微商相册\12.27\原图\1...CARTIER BAIGNOIRE WATCH WGBA0031\附图\WGBA0031-5.jpeg,146,dummy_images\WATCH\1.CARTIER\微商相册\12.27\已整理\1...CARTIER BAIGNOIRE WATCH WGBA0031\附图\WGBA0031-5.jpg,,,
dummy_images\WATCH\1.CARTIER\微商相册\12.27\原图\1...CARTIER BAIGNOIRE WATCH WGBA0031\附图\WGBA0031-6.jpeg,146,dummy_images\WATCH\1.CARTIER\微商相册\12.27\已整理\1...CARTIER BAIGNOIRE WATCH WGBA0031\附图\WGBA0031-6.jpg,,,
dummy_images\WATCH\1.CARTIER\微商相册\12.27\原图\5...CARTIER BAIGNOIRE WATCH WGBA0032\主图\WGBA0032.jpeg,147,,,,
dummy_images\WATCH\1.CARTIER\微商相册\12.27\原图\5...CARTIER BAIGNOIRE WATCH WGBA0032\附图\WGBA0032-1.jpeg,147,dummy_images\WATCH\1.CARTIER\微商相册\12.27\已整理\5...CARTIER BAIGNOIRE WATCH WGBA0032\附图\WGBA0032-1.jpg,,,
dummy_images\WATCH\1.CARTIER\微商相册\12.27\原图\5...CARTIER BAIGNOIRE WATCH WGBA0032\附图\WGBA0032-2.jpeg,147,dummy_images\WATCH\1.CARTIER\微商相册\12.27\已整理\5...CARTIER BAIGNOIRE WATCH WGBA0032\附图\WGBA0032-2.jpg,,,
dummy_images\WATCH\1.CARTIER\微商相册\12.27\原图\5...CARTIER BAIGNOIRE WATCH WGBA0032\附图\WGBA0032-3.jpeg,147,dummy_images\WATCH\1.CARTIER\微商相册\12.27\已整理\5...CARTIER BAIGNOIRE WATCH WGBA0032\附图\WGBA0032-3.jpg,,,
dummy_images\WATCH\1.CARTIER\微商相册\12.27\原图\5...CARTIER BAIGNOIRE WATCH WGBA0032\附图\WGBA0032-4.jpeg,147,dummy_images\WATCH\1.CARTIER\微商相册\12.27\已整理\5...CARTIER BAIGNOIRE WATCH WGBA0032\附图\WGBA0032-4.jpg,,,
dummy_images\WATCH\1.CARTIER\微商相册\12.27\原图\5...CARTIER BAIGNOIRE WATCH WGBA0032\附图\WGBA0032-5.jpeg,147,dummy_images\WATCH\1.CARTIER\微商相册\12.27\已整理\5...CARTIER BAIGNOIRE WATCH WGBA0032\附图\WGBA0032-5.jpg,,,
dummy_images\WATCH\1.CARTIER\微商相册\12.27\原图\5...CARTIER BAIGNOIRE WATCH WGBA0032\附图\WGBA0032-6.jpeg,147,dummy_images\WATCH\1.CARTIER\微商相册\12.27\已整理\5...CARTIER BAIGNOIRE WATCH WGBA0032\附图\WGBA0032-6.jpg,,,
dummy_images\WATCH\2.BVLGARI\微商相册\11.21\原图\14.BVLGARI OCTO SOLOTEMPO BGO 41 MM MENS WATCH IN STAINLESS STEEL 101964\附图\101964-1.jpg,150,dummy_images\WATCH\2.BVLGARI\微商相册\11.21\已整理\14.BVLGARI OCTO SOLOTEMPO BGO 41 MM MENS WATCH IN STAINLESS STEEL 101964\附图\101964-1 拷贝.jpg,,,
dummy_images\WATCH\2.BVLGARI\微商相册\11.21\原图\14.BVLGARI OCTO SOLOTEMPO BGO 41 MM MENS WATCH IN STAINLESS STEEL 101964\附图\101964-2.jpg,150,dummy_images\WATCH\2.BVLGARI\微商相册\11.21\已整理\14.BVLGARI OCTO SOLOTEMPO BGO 41 MM MENS WATCH IN STAINLESS STEEL 101964\附图\101964-2 拷贝.jpg,,,
dummy_images\WATCH\2.BVLGARI\微商相册\11.21\原图\14.BVLGARI OCTO SOLOTEMPO BGO 41 MM MENS WATCH IN STAINLESS STEEL 101964\附图\101964-3.jpg,150,dummy_images\WATCH\2.BVLGARI\微商相册\11.21\已整理\14.BVLGARI OCTO SOLOTEMPO BGO 41 MM MENS WATCH IN STAINLESS STEEL 101964\附图\101964-3 拷贝.jpg,,,
dummy_images\WATCH\2.BVLGARI\微商相册\11.21\原图\16.BULGARI OCTO 18K ROSE GOLD & BLACK STEEL BLACK DIAL 41MM AUTOMATIC RUBBER 102485\主图\102485.jpg,151,,,,
dummy_images\WATCH\2.BVLGARI\微商相册\11.21\原图\16.BULGARI OCTO 18K ROSE GOLD & BLACK STEEL BLACK DIAL 41MM AUTOMATIC RUBBER 102485\附图\102485-1.jpg,151,dummy_images\WATCH\2.BVLGARI\微商相册\11.21\已整理\16.BULGARI OCTO 18K ROSE GOLD & BLACK STEEL BLACK DIAL 41MM AUTOMATIC RUBBER 102485\附图\102485-1 拷贝.jpg,,,
dummy_images\WATCH\2.BVLGARI\微商相册\11.21\原图\16.BULGARI OCTO 18K ROSE GOLD & BLACK STEEL BLACK DIAL 41MM AUTOMATIC RUBBER 102485\附图\102485-2.jpg,151,dummy_images\WATCH\2.BVLGARI\微商相册\11.21\已整理\16.BULGARI OCTO 18K ROSE GOLD & BLACK STEEL BLACK DIAL 41MM AUTOMATIC RUBBER 102485\附图\102485-2 拷贝.jpg,,,
dummy_images\WATCH\2.BVLGARI\微商相册\11.21\原图\16.BULGARI OCTO 18K ROSE GOLD & BLACK STEEL BLACK DIAL 41MM AUTOMATIC RUBBER 102485\附图\102485-3.jpg,151,dummy_images\WATCH\2.BVLGARI\微商相册\11.21\已整理\16.BULGARI OCTO 18K ROSE GOLD & BLACK STEEL BLACK DIAL 41MM AUTOMATIC RUBBER 102485\附图\102485-3 拷贝.jpg,,,
dummy_images\WATCH\2.BVLGARI\微商相册\11.21\原图\19.BVLGARI OCTO L'ORIGINALE TOURBILLON 40MM WATCH 102560\主图\102560.jpg,152,,,,
dummy_images\WATCH\2.BVLGARI\微商相册\11.21\原图\19.BVLGARI OCTO L'ORIGINALE TOURBILLON 40MM WATCH 102560\附图\102560-1.jpg,152,dummy_images\WATCH\2.BVLGARI\微商相册\11.21\已整理\19.BVLGARI OCTO L'ORIGINALE TOURBILLON 40MM WATCH 102560\附图\102560-1.jpg,,,
dummy_images\WATCH\2.BVLGARI\微商相册\11.21\原图\19.BVLGARI OCTO L'ORIGINALE TOURBILLON 40MM WATCH 102560\附图\102560-2.jpg,152,dummy_images\WATCH\2.BVLGARI\微商相册\11.21\已整理\19.BVLGARI OCTO L'ORIGINALE TOURBILLON 40MM WATCH 102560\附图\102560-2.jpg,,,
dummy_images\WATCH\2.BVLGARI\微商相册\11.21\原图\19.BVLGARI OCTO L'ORIGINALE TOURBILLON 40MM WATCH 102560\附图\102560-3.jpg,152,dummy_images\WATCH\2.BVLGARI\微商相册\11.21\已整理\19.BVLGARI OCTO L'ORIGINALE TOURBILLON 40MM WATCH 102560\附图\102560-3.jpg,,,
dummy_images\WATCH\2.BVLGARI\微商相册\11.21\原图\24.BVLGARI LVCEA LADIES 18 CARAT ROSE GOLD WATCH 102475\主图\102475.png,153,,,,
dummy_images\WATCH\2.BVLGARI\微商相册\11.21\原图\24.BVLGARI LVCEA LADIES 18 CARAT ROSE GOLD WATCH 102475\附图\102475-1.png,153,dummy_images\WATCH\2.BVLGARI\微商相册\11.21\已整理\24.BVLGARI LVCEA LADIES 18 CARAT ROSE GOLD WATCH 102475\附图\102475-1 拷贝.jpg,,,
dummy_images\WATCH\2.BVLGARI\微商相册\11.21\原图\24.BVLGARI LVCEA LADIES 18 CARAT ROSE GOLD WATCH 102475\附图\102475-2.png,153,dummy_images\WATCH\2.BVLGARI\微商相册\11.21\已整理\24.BVLGARI LVCEA LADIES 18 CARAT ROSE GOLD WATCH 102475\附图\102475-2.jpg,,,
dummy_images\WATCH\2.BVLGARI\微商相册\11.21\原图\24.BVLGARI LVCEA LADIES 18 CARAT ROSE GOLD WATCH 102475\附图\102475-3.png,153,dummy_images\WATCH\2.BVLGARI\微商相册\11.21\已整理\24.BVLGARI LVCEA LADIES 18 CARAT ROSE GOLD WATCH 102475\附图\102475-3.png,,,
dummy_images\WATCH\2.BVLGARI\微商相册\11.21\原图\28.BULGARI LVCEA WATCH 102194\主图\102194.jpg,154,,,,
dummy_images\WATCH\2.BVLGARI\微商相册\11.21\原图\28.BULGARI LVCEA WATCH 102194\附图\102194-1.png,154,dummy_images\WATCH\2.BVLGARI\微商相册\11.21\已整理\28.BULGARI LVCEA WATCH 102194\附图\102194-1.png,,,
dummy_images\WATCH\2.BVLGARI\微商相册\11.21\原图\28.BULGARI LVCEA WATCH 102194\附图\102194-2.png,154,dummy_images\WATCH\2.BVLGARI\微商相册\11.21\已整理\28.BULGARI LVCEA WATCH 102194\附图\102194-2.png,,,
dummy_images\WATCH\2.BVLGARI\微商相册\11.21\原图\28.BULGARI LVCEA WATCH 102194\附图\102194-3.png,154,dummy_images\WATCH\2.BVLGARI\微商相册\11.21\已整理\28.BULGARI LVCEA WATCH 102194\附图\102194-3.png,,,
dummy_images\WATCH\2.BVLGARI\微商相册\11.22\原图\6.BVLGARI LVCEA WATCH 28MM 103915\主图\103915.jpg,165,,,,
dummy_images\WATCH\2.BVLGARI\微商相册\11.22\原图\6.BVLGARI LVCEA WATCH 28MM 103915\附图\103915-1.jpg,165,dummy_images\WATCH\2.BVLGARI\微商相册\11.22\已整理\6.BVLGARI LVCEA WATCH 28MM 103915\附图\103915-1.jpg,,,
dummy_images\WATCH\2.BVLGARI\微商相册\11.22\原图\6.BVLGARI LVCEA WATCH 28MM 103915\附图\103915-2.jpg,165,dummy_images\WATCH\2.BVLGARI\微商相册\11.22\已整理\6.BVLGARI LVCEA WATCH 28MM 103915\附图\103915-2.jpg,,,
dummy_images\WATCH\2.BVLGARI\微商相册\11.22\原图\6.BVLGARI LVCEA WATCH 28MM 103915\附图\103915-3.jpg,165,dummy_images\WATCH\2.BVLGARI\微商相册\11.22\已整理\6.BVLGARI LVCEA WATCH 28MM 103915\附图\103915-3.jpg,,,
dummy_images\WATCH\2.BVLGARI\微商相册\11.22\原图\6.BVLGARI LVCEA WATCH 28MM 103915\附图\103915-4.jpg,165,dummy_images\WATCH\2.BVLGARI\微商相册\11.22\已整理\6.BVLGARI LVCEA WATCH 28MM 103915\附图\103915-4.jpg,,,
dummy_images\WATCH\2.BVLGARI\微商相册\11.22\原图\11.BVLGARI DIAMOND PAVE 18K WHITE GOLD SERPENTI TUBOGAS WOMEN'S WRISTWATCH 102005\主图\102005.jpg,166,,,,
dummy_images\WATCH\2.BVLGARI\微商相册\11.22\原图\11.BVLGARI DIAMOND PAVE 18K WHITE GOLD SERPENTI TUBOGAS WOMEN'S WRISTWATCH 102005\附图\102005-1.jpg,166,dummy_images\WATCH\2.BVLGARI\微商相册\11.22\已整理\11.BVLGARI DIAMOND PAVE 18K WHITE GOLD SERPENTI TUBOGAS WOMEN'S WRISTWATCH 102005\附图\102005-1.jpg,,,
dummy_images\WATCH\2.BVLGARI\微商相册\11.22\原图\11.BVLGARI DIAMOND PAVE 18K WHITE GOLD SERPENTI TUBOGAS WOMEN'S WRISTWATCH 102005\附图\102005-2.jpg,166,dummy_images\WATCH\2.BVLGARI\微商相册\11.22\已整理\11.BVLGARI DIAMOND PAVE 18K WHITE GOLD SERPENTI TUBOGAS WOMEN'S WRISTWATCH 102005\附图\102005-2.jpg,,,
dummy_images\WATCH\2.BVLGARI\微商相册\11.22\原图\11.BVLGARI DIAMOND PAVE 18K WHITE GOLD SERPENTI TUBOGAS WOMEN'S WRISTWATCH 102005\附图\102005-3.jpg,166,dummy_images\WATCH\2.BVLGARI\微商相册\11.22\已整理\11.BVLGARI DIAMOND PAVE 18K WHITE GOLD SERPENTI TUBOGAS WOMEN'S WRISTWATCH 102005\附图\102005-3.jpg,,,
dummy_images\WATCH\3.PATEK PHILIPPE\11.22\原图\13.PATEK PHILIPPE AQUANAUT QUARTZ STEEL WHITE DIAL 5067A-011\主图\5067A-011.jpg,175,,,,
dummy_images\WATCH\3.PATEK PHILIPPE\11.22\原图\13.PATEK PHILIPPE AQUANAUT QUARTZ STEEL WHITE DIAL 5067A-011\附图\5067A-011-1.jpg,175,dummy_images\WATCH\3.PATEK PHILIPPE\11.22\已整理\13.PATEK PHILIPPE AQUANAUT QUARTZ STEEL WHITE DIAL 5067A-011\附图\5067A-011-1.jpg,,,
dummy_images\WATCH\3.PATEK PHILIPPE\11.22\原图\13.PATEK PHILIPPE AQUANAUT QUARTZ STEEL WHITE DIAL 5067A-011\附图\5067A-011-2.jpg,175,dummy_images\WATCH\3.PATEK PHILIPPE\11.22\已整理\13.PATEK PHILIPPE AQUANAUT QUARTZ STEEL WHITE DIAL 5067A-011\附图\5067A-011-2.jpg,,,
dummy_images\WATCH\3.PATEK PHILIPPE\11.22\原图\13.PATEK PHILIPPE AQUANAUT QUARTZ STEEL WHITE DIAL 5067A-011\附图\5067A-011-3.jpg,175,dummy_images\WATCH\3.PATEK PHILIPPE\11.22\已整理\13.PATEK PHILIPPE AQUANAUT QUARTZ STEEL WHITE DIAL 5067A-011\附图\5067A-011-3.jpg,,,
dummy_images\WATCH\3.PATEK PHILIPPE\11.22\原图\13.PATEK PHILIPPE AQUANAUT QUARTZ STEEL WHITE DIAL 5067A-011\附图\5067A-011-4.jpg,175,dummy_images\WATCH\3.PATEK PHILIPPE\11.22\已整理\13.PATEK PHILIPPE AQUANAUT QUARTZ STEEL WHITE DIAL 5067A-011\附图\5067A-011-4.jpg,,,
dummy_images\WATCH\3.PATEK PHILIPPE\11.22\原图\15.PATEK PHILIPPE 18K WHITE GOLD ALLIGATOR 37MM AUTOMATIC WATCH 5396G-014\主图\5396G-014.jpg,176,,,,
dummy_images\WATCH\3.PATEK PHILIPPE\11.22\原图\15.PATEK PHILIPPE 18K WHITE GOLD ALLIGATOR 37MM AUTOMATIC WATCH 5396G-014\附图\5396G-014-01.jpg,176,dummy_images\WATCH\3.PATEK PHILIPPE\11.22\已整理\15.PATEK PHILIPPE 18K WHITE GOLD ALLIGATOR 37MM AUTOMATIC WATCH 5396G-014\附图\5396G-014-1.jpg,,,
dummy_images\WATCH\3.PATEK PHILIPPE\11.22\原图\15.PATEK PHILIPPE 18K WHITE GOLD ALLIGATOR 37MM AUTOMATIC WATCH 5396G-014\附图\5396G-014-02.jpg,176,dummy_images\WATCH\3.PATEK PHILIPPE\11.22\已整理\15.PATEK PHILIPPE 18K WHITE GOLD ALLIGATOR 37MM AUTOMATIC WATCH 5396G-014\附图\5396G-014-2.jpg,,,
dummy_images\WATCH\3.PATEK PHILIPPE\11.22\原图\15.PATEK PHILIPPE 18K WHITE GOLD ALLIGATOR 37MM AUTOMATIC WATCH 5396G-014\附图\5396G-014-03.jpg,176,,,,
dummy_images\WATCH\3.PATEK PHILIPPE\11.22\原图\15.PATEK PHILIPPE 18K WHITE GOLD ALLIGATOR 37MM AUTOMATIC WATCH 5396G-014\附图\5396G-014-04.jpg,176,,,,
dummy_images\WATCH\3.PATEK PHILIPPE\11.22\原图\16.PATEK PHILIPPE COMPLICATIONS ANNUAL CALENDAR WATCH 5396G-011\主图\5396G-011.jpg,177,,,,
dummy_images\WATCH\3.PATEK PHILIPPE\11.22\原图\16.PATEK PHILIPPE COMPLICATIONS ANNUAL CALENDAR WATCH 5396G-011\附图\5396G-011-1.jpg,177,dummy_images\WATCH\3.PATEK PHILIPPE\11.22\已整理\16.PATEK PHILIPPE COMPLICATIONS ANNUAL CALENDAR WATCH 5396G-011\附图\5396G-011-1.jpg,,,
dummy_images\WATCH\3.PATEK PHILIPPE\11.22\原图\16.PATEK PHILIPPE COMPLICATIONS ANNUAL CALENDAR WATCH 5396G-011\附图\5396G-011-2.jpg,177,dummy_images\WATCH\3.PATEK PHILIPPE\11.22\已整理\16.PATEK PHILIPPE COMPLICATIONS ANNUAL CALENDAR WATCH 5396G-011\附图\5396G-011-2.jpg,,,
dummy_images\WATCH\3.PATEK PHILIPPE\11.22\原图\16.PATEK PHILIPPE COMPLICATIONS ANNUAL CALENDAR WATCH 5396G-011\附图\5396G-011-3.jpg,177,dummy_images\WATCH\3.PATEK PHILIPPE\11.22\已整理\16.PATEK PHILIPPE COMPLICATIONS ANNUAL CALENDAR WATCH 5396G-011\附图\5396G-011-3.jpg,,,
dummy_images\WATCH\3.PATEK PHILIPPE\11.22\原图\17.PATEK PHILIPPE ANNUAL CALENDAR AUTOMATIC DIAL WATCH 5396G-017\主图\5396G-017.png,178,,,,
dummy_images\WATCH\3.PATEK PHILIPPE\11.22\原图\17.PATEK PHILIPPE ANNUAL CALENDAR AUTOMATIC DIAL WATCH 5396G-017\附图\5396G-017-1.jpg,178,dummy_images\WATCH\3.PATEK PHILIPPE\11.22\已整理\17.PATEK PHILIPPE ANNUAL CALENDAR AUTOMATIC DIAL WATCH 5396G-017\附图\5396G-017-1.jpg,,,
dummy_images\WATCH\3.PATEK PHILIPPE\11.22\原图\17.PATEK PHILIPPE ANNUAL CALENDAR AUTOMATIC DIAL WATCH 5396G-017\附图\5396G-017-2.jpg,178,dummy_images\WATCH\3.PATEK PHILIPPE\11.22\已整理\17.PATEK PHILIPPE ANNUAL CALENDAR AUTOMATIC DIAL WATCH 5396G-017\附图\5396G-017-2.jpg,,,
dummy_images\WATCH\3.PATEK PHILIPPE\11.22\原图\17.PATEK PHILIPPE ANNUAL CALENDAR AUTOMATIC DIAL WATCH 5396G-017\附图\5396G-017-3.jpg,178,,,,
dummy_images\WATCH\3.PATEK PHILIPPE\11.22\原图\22.PATEK PHILIPPE CALATRAVA WATCH 7122R-001\主图\7122R-001.jpg,179,,,,
dummy_images\WATCH\3.PATEK PHILIPPE\11.22\原图\22.PATEK PHILIPPE CALATRAVA WATCH 7122R-001\附图\7122R-001-1.jpg,179,dummy_images\WATCH\3.PATEK PHILIPPE\11.22\已整理\22.PATEK PHILIPPE CALATRAVA WATCH 7122R-001\附图\7122R-001-1.jpg,,,
dummy_images\WATCH\3.PATEK PHILIPPE\11.22\原图\22.PATEK PHILIPPE CALATRAVA WATCH 7122R-001\附图\7122R-001-2.jpg,179,dummy_images\WATCH\3.PATEK PHILIPPE\11.22\已整理\22.PATEK PHILIPPE CALATRAVA WATCH 7122R-001\附图\7122R-001-2.jpg,,,
dummy_images\WATCH\3.PATEK PHILIPPE\11.22\原图\22.PATEK PHILIPPE CALATRAVA WATCH 7122R-001\附图\7122R-001-3.jpg,179,dummy_images\WATCH\3.PATEK PHILIPPE\11.22\已整理\22.PATEK PHILIPPE CALATRAVA WATCH 7122R-001\附图\7122R-001-3.jpg,,,
dummy_images\WATCH\3.PATEK PHILIPPE\11.23\原图\2.PATEK PHILIPPE CALATRAVA BLACK PLATINUM DIAL IN WATCH 5800-100P\主图\5800-100P.jpg,193,,,,
dummy_images\WATCH\3.PATEK PHILIPPE\11.23\原图\2.PATEK PHILIPPE CALATRAVA BLACK PLATINUM DIAL IN WATCH 5800-100P\附图\5800-100P-1.jpg,193,dummy_images\WATCH\3.PATEK PHILIPPE\11.23\已整理\2.PATEK PHILIPPE CALATRAVA BLACK PLATINUM DIAL IN WATCH 5800-100P\附图\5800-100P-1.jpg,,,
dummy_images\WATCH\3.PATEK PHILIPPE\11.23\原图\2.PATEK PHILIPPE CALATRAVA BLACK PLATINUM DIAL IN WATCH 5800-100P\附图\5800-100P-2.jpg,193,dummy_images\WATCH\3.PATEK PHILIPPE\11.23\已整理\2.PATEK PHILIPPE CALATRAVA BLACK PLATINUM DIAL IN WATCH 5800-100P\附图\5800-100P-2.jpg,,,
dummy_images\WATCH\3.PATEK PHILIPPE\11.23\原图\2.PATEK PHILIPPE CALATRAVA BLACK PLATINUM DIAL IN WATCH 5800-100P\附图\5800-100P-3.jpg,193,dummy_images\WATCH\3.PATEK PHILIPPE\11.23\已整理\2.PATEK PHILIPPE CALATRAVA BLACK PLATINUM DIAL IN WATCH 5800-100P\附图\5800-100P-3.jpg,,,
dummy_images\WATCH\3.PATEK PHILIPPE\11.23\原图\3.PATEK PHILIPPE CALATRAVA SELF-WINDING WATCH 5088-100P-001\主图\5088-100P-001.jpg,194,,,,
dummy_images\WATCH\3.PATEK PHILIPPE\11.23\原图\3.PATEK PHILIPPE CALATRAVA SELF-WINDING WATCH 5088-100P-001\附图\5088-100P-001-1.jpg,194,dummy_images\WATCH\3.PATEK PHILIPPE\11.23\已整理\3.PATEK PHILIPPE CALATRAVA SELF-WINDING WATCH 5088-100P-001\附图\5088-100P-001-1.jpg,,,
